wbcode,country,year,legal_rel,political_rel,economic_rel,legalWIQR,politicalWIQR,economicWIQR,legalWIQR2,politicalWIQR2,economicWIQR2,legal_abs,political_abs,economic_abs,cluster
"ISL","Iceland",1999,1.733752,,.7517065,,,,7,,25,.8955276,.8451146,.6526049,5
"ISL","Iceland",2000,1.670775,,.853956,,,,4,,21,.8836447,.8473733,.6848296,5
"ISL","Iceland",2001,1.6802,,.7888382,,,,3,,27,.9327425,.8997451,.734006,5
"ISL","Iceland",2002,1.661344,,.9728465,,,,4,,22,.9308301,.8865235,.7272798,5
"ISL","Iceland",2003,1.743096,,1.048754,,,,1,,21,.9420595,.8786421,.7530602,5
"ISL","Iceland",2004,1.735506,,1.124736,,,,2,,17,.9226807,.8730217,.756607,5
"ISL","Iceland",2005,1.808119,,1.443401,,,,2,,9,.9531888,.8915123,.8199442,5
"ISL","Iceland",2006,1.717612,,1.384371,,,,4,,9,.9368711,.8890426,.8092553,5
"ISL","Iceland",2007,1.67072,,1.163304,,,,8,,18,.937707,.8857709,.7750595,5
"ISL","Iceland",2008,1.629242,,.6444277,,,,9,,32,.9150715,.8857253,.7007784,5
"ISL","Iceland",2009,1.558773,,.4653582,,,,13,,39,.9007047,.8674116,.6536031,5
"ISL","Iceland",2010,1.497503,,.4131458,,,,15,,41,.8897443,.8651699,.6427142,5
"ISR","Israel",1990,-.8275871,.2407888,-.5624054,75,40,63,108,44,72,.3888889,.555719,.321132,4
"ISR","Israel",1991,-.2325808,.380569,-.5046161,53,36,63,67,38,70,.5185185,.5865831,.3752886,4
"ISR","Israel",1992,.3674305,.8458794,-.3330306,34,25,56,38,25,62,.7222222,.7084967,.4317543,4
"ISR","Israel",1993,.2178717,1.020457,-.1460362,47,22,54,56,23,58,.55,.6831127,.4083537,4
"ISR","Israel",1994,.3235277,1.137457,-.1293665,47,20,54,54,21,58,.5583333,.7004738,.4146373,4
"ISR","Israel",1995,.4018133,.9626068,-.1215126,35,22,54,40,25,58,.6662601,.6746405,.483473,4
"ISR","Israel",1996,.8302562,.9056715,.3081074,28,24,37,31,27,40,.654595,.6817252,.5431472,4
"ISR","Israel",1997,.7617098,.8872206,.3064166,28,24,38,31,27,41,.6400231,.6696131,.5647032,4
"ISR","Israel",1998,.6720696,.7283128,.3287196,30,28,37,33,32,40,.6124882,.6393245,.5914674,4
"ISR","Israel",1999,.8531647,.8296222,.4418027,28,26,34,32,32,40,.6398948,.6435736,.5842469,4
"ISR","Israel",2000,.6627895,.7821867,.516775,28,25,33,31,32,38,.6908196,.6459129,.6127025,4
"ISR","Israel",2001,.6879903,.6220744,.431659,28,29,34,31,37,40,.725992,.6584859,.6574189,4
"ISR","Israel",2002,.718782,.7243171,.6753346,27,26,28,30,34,33,.737538,.6484555,.6979066,4
"ISR","Israel",2003,.6902006,.8690989,.5818077,27,24,31,30,27,37,.6964486,.6687133,.6950386,4
"ISR","Israel",2004,.7187887,.6925525,.4211581,26,27,31,29,33,39,.7091007,.642241,.6920156,4
"ISR","Israel",2005,.8309745,.7568052,.5675694,24,26,27,27,33,34,.7590526,.6548904,.715515,4
"ISR","Israel",2006,.8553796,.7914148,.5632544,24,24,27,27,30,34,.7449593,.6593918,.7071477,4
"ISR","Israel",2007,.6709902,.6909525,.6264237,26,28,26,29,35,33,.7101494,.6518159,.717209,4
"ISR","Israel",2008,.7364901,.670352,.7160455,23,28,25,26,35,31,.7020385,.6270521,.7125659,4
"ISR","Israel",2009,.7474839,.7537705,.8737534,23,26,23,26,33,25,.7065126,.630082,.7204803,4
"ISR","Israel",2010,.8072242,.7694272,.960959,25,25,22,28,32,24,.7181187,.6529518,.7414014,4
"ITA","Italy",1990,1.112479,1.128452,.7218334,16,19,23,17,19,25,.8888889,.7807734,.6234702,4
"ITA","Italy",1991,1.13248,1.185395,.5654725,16,18,30,17,18,33,.8888889,.7965913,.6704631,4
"ITA","Italy",1992,.7661638,1.122879,.5604791,27,20,29,28,20,32,.8333333,.8039216,.6797806,4
"ITA","Italy",1993,.7367421,.9803004,.5644724,29,23,31,33,24,33,.6625,.7079248,.5776674,4
"ITA","Italy",1994,1.004116,1.006095,.6146374,21,23,32,24,25,34,.7041667,.7222794,.599288,4
"ITA","Italy",1995,.7379519,.9132,.6359992,24,24,33,27,27,34,.6502668,.6628732,.5640909,4
"ITA","Italy",1996,1.069452,1.014251,.6323613,22,21,29,22,24,31,.7757349,.7001138,.6582864,4
"ITA","Italy",1997,1.011039,1.084422,.7360731,24,21,25,26,24,25,.7716891,.7392406,.7067333,4
"ITA","Italy",1998,.945374,1.033759,.7007421,24,23,27,26,26,27,.7676433,.7042524,.7152498,4
"ITA","Italy",1999,.9871846,.9099172,.7135489,24,23,25,27,29,27,.7684618,.6681499,.7110515,4
"ITA","Italy",2000,.7873355,.8929252,.7297434,24,23,24,27,29,26,.7198792,.66839,.6682367,4
"ITA","Italy",2001,.7060889,.8619124,.8627822,27,25,23,30,31,25,.7430544,.7046397,.6992761,4
"ITA","Italy",2002,.6335526,.9201323,.8312423,29,23,22,33,28,25,.7023076,.696925,.7113978,4
"ITA","Italy",2003,.4950659,.7579874,.9454179,32,26,20,37,33,23,.6177253,.695264,.721984,4
"ITA","Italy",2004,.1981418,.7239732,.6516536,35,26,26,40,32,33,.6487115,.6968623,.7128887,4
"ITA","Italy",2005,.1417293,.6822601,.6832812,36,28,25,45,36,32,.6844721,.6884204,.7191944,4
"ITA","Italy",2006,.0528964,.7868546,.4858822,39,25,29,48,31,36,.6544721,.7142539,.7069871,4
"ITA","Italy",2007,.055431,.7987465,.5457407,40,25,27,50,30,34,.6402998,.7033669,.7073688,4
"ITA","Italy",2008,-.1027096,.7275782,.4693172,42,27,31,52,34,39,.5960971,.693083,.6983611,4
"ITA","Italy",2009,-.0323819,.6542909,.6012145,43,27,29,53,34,35,.6030325,.6765715,.6998477,4
"ITA","Italy",2010,.0058257,.6149573,.5074357,39,28,28,51,36,35,.617632,.6790913,.6943527,4
"JAM","Jamaica",1990,.1977033,.5559323,-.0186456,41,27,44,47,29,49,.7222222,.6492375,.3948042,2
"JAM","Jamaica",1991,.2320531,.5003196,.2915386,39,32,36,44,34,39,.7222222,.6492375,.5081972,2
"JAM","Jamaica",1992,.2833092,.3323206,.4889998,40,37,32,45,41,35,.7268518,.6237745,.5833957,2
"JAM","Jamaica",1993,.3613642,.5805141,.5754637,42,28,30,50,33,32,.5958334,.6216748,.5424309,2
"JAM","Jamaica",1994,.4695444,.6973585,.74133,41,27,27,47,32,28,.6041667,.6685703,.5984231,2
"JAM","Jamaica",1995,.0221695,.7193071,.926074,42,27,25,48,32,26,.5707233,.6492647,.6823204,2
"JAM","Jamaica",1996,.0090276,.671809,.4803446,47,30,30,52,35,32,.6416508,.671644,.6944247,2
"JAM","Jamaica",1997,.088305,.6625688,.4904521,44,31,31,48,36,33,.643998,.6670581,.7124357,2
"JAM","Jamaica",1998,.3101084,.5980392,.5890796,39,30,30,44,35,32,.6741229,.6153679,.7356551,2
"JAM","Jamaica",1999,.2731511,.5693608,.41133,39,31,36,48,40,43,.6453272,.603215,.6973541,2
"JAM","Jamaica",2000,-.047138,.502488,.3724197,41,33,38,50,43,44,.5888324,.6230778,.6860134,2
"JAM","Jamaica",2001,-.2755303,.3620731,.08056,47,33,44,59,47,53,.5909702,.6373444,.6619329,2
"JAM","Jamaica",2002,-.2548253,.3391994,-.0421029,45,33,47,58,46,56,.5602762,.6073216,.6666795,2
"JAM","Jamaica",2003,-.2790847,.1412515,.2393608,50,35,41,63,47,50,.5572979,.608256,.7088881,2
"JAM","Jamaica",2004,-.1997433,.219566,.1633734,46,33,38,56,44,46,.5790607,.619845,.723098,2
"JAM","Jamaica",2005,-.2358302,.2502155,.1700667,46,34,39,55,45,47,.6254094,.6226932,.7223654,2
"JAM","Jamaica",2006,-.2661891,.2981801,.3017517,47,33,36,57,45,44,.6142996,.6259468,.7346624,2
"JAM","Jamaica",2007,-.2457531,.265066,.0556502,45,34,43,56,46,53,.6216301,.620869,.6918141,2
"JAM","Jamaica",2008,-.1763908,.2496909,.0342145,44,34,41,55,47,51,.6115437,.6087127,.6729436,2
"JAM","Jamaica",2009,-.2347951,.2471685,-.1105896,45,34,49,56,46,60,.5970156,.6066944,.6358827,2
"JAM","Jamaica",2010,-.3122712,.2810213,-.0941237,48,34,49,62,46,62,.5917611,.6000967,.6432543,2
"JOR","Jordan",1990,-.7865981,-.34554,-.7859941,74,56,73,107,63,91,.3564815,.4152778,.3456746,3
"JOR","Jordan",1991,-.3622808,-.2655872,-.8527341,56,53,72,72,60,88,.4814815,.442284,.2242782,3
"JOR","Jordan",1992,-.0645056,.3026347,-.5783377,52,38,64,63,42,71,.6111111,.5722222,.3093913,3
"JOR","Jordan",1993,-.1947317,-.0375395,-.508116,55,48,63,69,59,69,.4694445,.5027778,.2969923,3
"JOR","Jordan",1994,-.1420336,-.0054718,-.6446581,58,46,68,70,55,75,.5375,.5145833,.2878605,3
"JOR","Jordan",1995,-.2892503,-.0261974,-.570574,51,47,65,58,57,73,.556815,.5338889,.4956335,3
"JOR","Jordan",1996,.0628747,.065875,-.2298452,44,45,56,48,54,60,.5662261,.5448499,.5047332,3
"JOR","Jordan",1997,-.1216893,.0095813,.0203995,52,46,48,59,55,51,.5158393,.5359383,.5712575,3
"JOR","Jordan",1998,-.2784696,-.0693112,.2764806,55,51,40,66,63,43,.4867488,.5022001,.6360458,3
"JOR","Jordan",1999,-.0157084,-.0836292,.3775925,49,50,38,60,66,45,.5258638,.4870878,.6758737,3
"JOR","Jordan",2000,-.1160837,-.2404558,.4411731,45,53,35,54,72,40,.5891222,.4733064,.6963893,3
"JOR","Jordan",2001,-.3581885,-.3285382,.3526998,53,54,36,65,77,43,.4895824,.5011165,.6984028,3
"JOR","Jordan",2002,-.4726596,-.456454,.0806139,56,60,43,70,83,52,.5134479,.4803732,.6934311,3
"JOR","Jordan",2003,-.2559274,-.250816,.2283393,48,49,42,61,63,51,.5220138,.512418,.6991761,3
"JOR","Jordan",2004,-.00782,-.1314818,.1543503,40,45,39,50,60,47,.5542303,.5339931,.7069616,3
"JOR","Jordan",2005,.0575568,-.0508944,.2112543,39,44,36,48,60,44,.5846612,.5265688,.7270652,3
"JOR","Jordan",2006,.1701734,-.1379651,.3148969,37,44,34,46,61,42,.5937457,.5039762,.708111,3
"JOR","Jordan",2007,.2504414,-.1907229,.2724927,35,47,35,43,66,45,.607206,.4923446,.7009087,3
"JOR","Jordan",2008,.2090867,-.2251004,.2827295,35,49,36,44,69,45,.5861753,.4680741,.6926448,3
"JOR","Jordan",2009,.0777731,-.3521062,.3168405,39,51,37,48,73,46,.564445,.458778,.6833186,3
"JOR","Jordan",2010,-.0165354,-.4289843,.2815736,40,59,38,52,81,48,.5471415,.4427348,.6831815,3
"JPN","Japan",1990,1.257246,1.637648,1.354541,15,13,11,16,13,11,.9444444,.874183,.8076507,5
"JPN","Japan",1991,1.089963,1.579231,1.128361,19,15,16,18,15,17,.8888889,.874183,.7943063,5
"JPN","Japan",1992,1.082483,1.514297,.9644028,19,15,20,20,15,21,.9166667,.8788126,.7647924,5
"JPN","Japan",1993,1.128478,1.313147,.9924216,19,17,20,20,17,21,.7791666,.7934313,.6510006,5
"JPN","Japan",1994,1.048758,1.366101,.9786432,19,17,19,20,17,20,.7791666,.8279902,.657945,5
"JPN","Japan",1995,.9717011,1.356085,.9336364,20,16,24,22,16,25,.7818413,.7910873,.6714485,5
"JPN","Japan",1996,1.270892,1.277017,.6898748,18,17,25,18,17,27,.8246616,.7785343,.6996328,5
"JPN","Japan",1997,1.283221,1.236751,.6787152,16,18,27,17,18,28,.8249081,.7744965,.7137295,5
"JPN","Japan",1998,1.291607,1.190734,.5872216,16,17,31,17,17,33,.8251545,.7334915,.6904998,5
"JPN","Japan",1999,1.323992,1.177054,.6331928,16,18,30,18,18,34,.8244702,.7263152,.69211,5
"JPN","Japan",2000,1.1427,1.262166,.666782,18,17,29,20,17,32,.7879081,.7566389,.7054893,5
"JPN","Japan",2001,1.104617,1.241423,.6377326,19,17,30,21,17,35,.7770504,.7941924,.7374445,5
"JPN","Japan",2002,.93915,1.223198,.3699903,23,17,34,25,18,43,.7500892,.7827706,.7170877,5
"JPN","Japan",2003,1.008522,1.183846,.7919265,22,17,24,24,17,29,.793845,.7835316,.7566028,5
"JPN","Japan",2004,1.025558,1.178617,.6583526,19,16,25,21,16,32,.8002579,.7721735,.7406545,5
"JPN","Japan",2005,1.131657,1.228962,.7603486,16,18,24,18,18,30,.8332326,.7805117,.7543312,5
"JPN","Japan",2006,1.247342,1.262665,.7819685,15,16,22,17,16,28,.8381874,.7830437,.7415172,5
"JPN","Japan",2007,1.200501,1.259354,.6999683,18,16,25,20,16,32,.8317208,.7732024,.7393144,5
"JPN","Japan",2008,1.131096,1.277384,.6087406,18,17,26,20,18,33,.8079045,.7733175,.7309449,5
"JPN","Japan",2009,1.184548,1.354074,.6165389,19,15,27,21,15,33,.8066474,.7773811,.7178069,5
"JPN","Japan",2010,1.24152,1.397627,.6043327,18,15,27,20,15,32,.8249339,.7853914,.7226115,5
"KAZ","Kazakhstan",1990,,,,,,,,,,,,,1
"KAZ","Kazakhstan",1991,,,,,,,,,,,,,1
"KAZ","Kazakhstan",1992,,,,,,,,,,,.4208333,,1
"KAZ","Kazakhstan",1993,,,,,,,,,,,.3108333,.1333333,1
"KAZ","Kazakhstan",1994,,,,,,,,,,,.2558333,.0666667,1
"KAZ","Kazakhstan",1995,,,,,,,,,,,.2733333,.0333333,1
"KAZ","Kazakhstan",1996,,,,,,,,,,.2780574,.2368125,.3436132,1
"KAZ","Kazakhstan",1997,,,,,,,,,,.2655284,.2565124,.3389651,1
"KAZ","Kazakhstan",1998,,,,,,,,,,.2716941,.2157956,.3504919,1
"KAZ","Kazakhstan",1999,-.9841017,-.7162086,,,,,115,93,,.4309964,.3837139,.4591365,1
"KAZ","Kazakhstan",2000,,-.918324,,,,,,100,,.42253,.366706,.4562128,1
"KAZ","Kazakhstan",2001,,-.9265767,,,,,,104,,.4411961,.3795664,.4167208,1
"KAZ","Kazakhstan",2002,,-.9903228,,,,,,106,,.4404177,.3524384,.4095898,1
"KAZ","Kazakhstan",2003,,-1.118963,,,,,,102,,.4372841,.3789925,.4176878,1
"KAZ","Kazakhstan",2004,,-1.122717,,,,,,103,,.438414,.3624523,.4732679,1
"KAZ","Kazakhstan",2005,-1.12952,-1.033968,-.8772497,,,,95,108,81,.4265233,.3688799,.49339,1
"KAZ","Kazakhstan",2006,-1.181579,-.9523434,-.5396867,,,,102,100,72,.4240657,.3801811,.5414158,1
"KAZ","Kazakhstan",2007,-1.082983,-.9879547,-.4682078,,,,99,104,71,.4303181,.3743485,.5743462,1
"KAZ","Kazakhstan",2008,-1.081634,-.9619563,-.4625594,,,,97,103,71,.4149785,.3759525,.5725375,1
"KAZ","Kazakhstan",2009,-1.01194,-.937331,-.4738217,,,,95,104,74,.4010493,.3801368,.5693012,1
"KAZ","Kazakhstan",2010,-1.034712,-.9660374,-.4839335,,,,97,107,78,.3991675,.3719923,.5715563,1
"KEN","Kenya",1990,-.2663462,-.4513784,-.3588594,54,58,51,70,69,58,.5,.3986111,.3186415,1
"KEN","Kenya",1991,-.3519916,-.5145225,-.352452,55,63,56,71,74,63,.5,.4012346,.3524511,1
"KEN","Kenya",1992,-.4951068,-.219675,-.1349932,67,51,52,86,58,57,.5,.4567901,.4296634,1
"KEN","Kenya",1993,-.9863848,-.2278928,.0226908,80,56,48,104,68,52,.3819444,.4612091,.4135561,1
"KEN","Kenya",1994,-.8171062,-.407136,.2495392,77,61,42,99,75,45,.4333333,.446348,.4636593,1
"KEN","Kenya",1995,-1.145059,-.5343935,.1362219,79,63,45,96,81,49,.4390684,.4503758,.4919732,1
"KEN","Kenya",1996,-1.068111,-.6969773,-.3214637,81,69,58,103,86,63,.4399826,.4112231,.5216846,1
"KEN","Kenya",1997,-1.092788,-.7132856,-.2327379,81,69,56,104,87,61,.4176663,.395551,.5732388,1
"KEN","Kenya",1998,-1.029453,-.9289228,-.1481953,81,74,56,106,98,60,.3860907,.3278715,.5942375,1
"KEN","Kenya",1999,-.9812055,-.9370121,-.1785884,81,74,57,113,105,67,.3619325,.3332145,.6024159,1
"KEN","Kenya",2000,-1.132909,-.9481423,-.1983784,79,71,56,99,101,66,.3690071,.3413353,.6019139,1
"KEN","Kenya",2001,-1.172383,-.8471044,-.2961676,79,72,53,98,101,63,.3641916,.3881516,.6011153,1
"KEN","Kenya",2002,-1.067568,-.5215294,-.307413,79,63,52,96,86,63,.3123472,.4258243,.6003492,1
"KEN","Kenya",2003,-.8933625,-.3729497,-.3486142,73,53,57,88,68,68,.4116287,.5150403,.6068812,1
"KEN","Kenya",2004,-.9692477,-.328418,-.576745,69,54,57,85,70,69,.4147667,.5189961,.5885381,1
"KEN","Kenya",2005,-1.012849,-.4558305,-.4296001,71,61,54,88,83,65,.4517292,.4832053,.6232632,1
"KEN","Kenya",2006,-1.005123,-.4045411,-.29313,72,59,53,90,80,65,.4598537,.4841955,.6303945,1
"KEN","Kenya",2007,-1.005914,-.5854694,-.3195556,73,65,55,96,89,67,.4423717,.4541551,.6373819,1
"KEN","Kenya",2008,-1.137161,-.5846428,-.3610334,76,65,53,100,90,66,.4077064,.4518478,.6189359,1
"KEN","Kenya",2009,-1.17708,-.5350423,-.2831232,79,61,54,105,85,67,.3814972,.4658924,.6219367,1
"KEN","Kenya",2010,-1.036042,-.4468267,-.3116639,73,60,54,98,82,68,.4234298,.486019,.6109967,1
"KGZ","Kyrgyzstan",1990,,,,,,,,,,,,,
"KGZ","Kyrgyzstan",1991,,,,,,,,,,,,,
"KGZ","Kyrgyzstan",1992,,,,,,,,,,,.4625,,
"KGZ","Kyrgyzstan",1993,,,,,,,,,,,.3466667,.15,
"KGZ","Kyrgyzstan",1994,,,,,,,,,,,.35,.1166667,
"KGZ","Kyrgyzstan",1995,,,,,,,,,,,.345,.2,
"KGZ","Kyrgyzstan",1996,,,,,,,,,,.3416308,.4282643,.4024142,
"KGZ","Kyrgyzstan",1997,,,,,,,,,,.3424619,.4030542,.4126682,
"KGZ","Kyrgyzstan",1998,,,,,,,,,,.2852476,.3695108,.4614611,
"KGZ","Kyrgyzstan",1999,,,,,,,,,,.2815816,.2931294,.4608358,
"KGZ","Kyrgyzstan",2000,,,,,,,,,,.2945824,.3056663,.4477105,
"KGZ","Kyrgyzstan",2001,,,,,,,,,,.3019219,.3301873,.446397,
"KGZ","Kyrgyzstan",2002,,,,,,,,,,.3134281,.3110447,.4450834,
"KGZ","Kyrgyzstan",2003,,,,,,,,,,.3141718,.2872321,.4401006,
"KGZ","Kyrgyzstan",2004,,,,,,,,,,.3107471,.2848029,.4987662,
"KGZ","Kyrgyzstan",2005,,,,,,,,,,.2933574,.3664331,.5439312,
"KGZ","Kyrgyzstan",2006,,,,,,,,,,.3000124,.332342,.5573483,
"KGZ","Kyrgyzstan",2007,,,,,,,,,,.3124952,.3136127,.5848451,
"KGZ","Kyrgyzstan",2008,,,,,,,,,,.2901259,.3544313,.5912964,
"KGZ","Kyrgyzstan",2009,,,,,,,,,,.2523214,.2748881,.5603783,
"KGZ","Kyrgyzstan",2010,,,,,,,,,,.2468735,.2754515,.5384144,
"KHM","Cambodia",1990,,,,,,,,,,,.23125,,
"KHM","Cambodia",1991,,,,,,,,,,,.2729167,,
"KHM","Cambodia",1992,,,,,,,,,,,.3041667,,
"KHM","Cambodia",1993,,,,,,,,,,,.28,.1666667,
"KHM","Cambodia",1994,,,,,,,,,,,.334375,.1666667,
"KHM","Cambodia",1995,,,,,,,,,,,.2791667,.1666667,
"KHM","Cambodia",1996,,,,,,,,,,.2535625,.2654157,.4332361,
"KHM","Cambodia",1997,,,,,,,,,,.2603079,.1495113,.463348,
"KHM","Cambodia",1998,,,,,,,,,,.2609995,.2702735,.460078,
"KHM","Cambodia",1999,,,,,,,,,,.2436163,.2747322,.4441312,
"KHM","Cambodia",2000,,,,,,,,,,.2470665,.2998493,.4448511,
"KHM","Cambodia",2001,,,,,,,,,,.273284,.3479176,.4575384,
"KHM","Cambodia",2002,,,,,,,,,,.3286682,.3287065,.4202256,
"KHM","Cambodia",2003,,,,,,,,,,.3217866,.3263207,.4916641,
"KHM","Cambodia",2004,,,,,,,,,,.3371313,.3150859,.4978293,
"KHM","Cambodia",2005,,,,,,,,,,.315525,.2966522,.523666,
"KHM","Cambodia",2006,,,,,,,,,,.3331643,.2995386,.4757223,
"KHM","Cambodia",2007,,,,,,,,,,.3304247,.2808293,.420759,
"KHM","Cambodia",2008,,,,,,,,,,.3284515,.2889413,.4206394,
"KHM","Cambodia",2009,,,,,,,,,,.3207036,.2972272,.4201694,
"KHM","Cambodia",2010,,,,,,,,,,.3602355,.2927663,.5667111,
"KIR","Kiribati",1990,,,,,,,,,,,,,
"KIR","Kiribati",1991,,,,,,,,,,,,,
"KIR","Kiribati",1992,,,,,,,,,,,,,
"KIR","Kiribati",1993,,,,,,,,,,,,,
"KIR","Kiribati",1994,,,,,,,,,,,,,
"KIR","Kiribati",1995,,,,,,,,,,,,,
"KIR","Kiribati",1996,,,,,,,,,,.7066783,,,
"KIR","Kiribati",1997,,,,,,,,,,.6843213,,,
"KIR","Kiribati",1998,,,,,,,,,,.6619642,,.4185497,
"KIR","Kiribati",1999,,,,,,,,,,.6783127,,.4195676,
"KIR","Kiribati",2000,,,,,,,,,,.6891056,,.3872521,
"KIR","Kiribati",2001,,,,,,,,,,.8576985,,.4191099,
"KIR","Kiribati",2002,,,,,,,,,,.8374026,,.4009677,
"KIR","Kiribati",2003,,,,,,,,,,.8256847,,.4516716,
"KIR","Kiribati",2004,,,,,,,,,,.8385956,,.4815713,
"KIR","Kiribati",2005,,,,,,,,,,.8546937,,.4408965,
"KIR","Kiribati",2006,,,,,,,,,,.8634604,,.4531305,
"KIR","Kiribati",2007,,,,,,,,,,.8579051,.6437457,.4432176,
"KIR","Kiribati",2008,,,,,,,,,,.8190357,.6310044,.4329421,
"KIR","Kiribati",2009,,,,,,,,,,.6719664,.6162089,.4234477,
"KIR","Kiribati",2010,,,,,,,,,,.6663817,.6311108,.42569,
"KNA","Saint Kitts and Nevis",1990,,,,,,,,,,,,,
"KNA","Saint Kitts and Nevis",1991,,,,,,,,,,,,,
"KNA","Saint Kitts and Nevis",1992,,,,,,,,,,,,,
"KNA","Saint Kitts and Nevis",1993,,,,,,,,,,,,,
"KNA","Saint Kitts and Nevis",1994,,,,,,,,,,,,,
"KNA","Saint Kitts and Nevis",1995,,,,,,,,,,,,,
"KNA","Saint Kitts and Nevis",1996,,,,,,,,,,.6289006,,,
"KNA","Saint Kitts and Nevis",1997,,,,,,,,,,.6151734,,,
"KNA","Saint Kitts and Nevis",1998,,,,,,,,,,.6014463,,.5335181,
"KNA","Saint Kitts and Nevis",1999,,,,,,,,,,.6178455,,.5301845,
"KNA","Saint Kitts and Nevis",2000,,,,,,,,,,.6342448,,.5268509,
"KNA","Saint Kitts and Nevis",2001,,,,,,,,,,.8106558,,.6577792,
"KNA","Saint Kitts and Nevis",2002,,,,,,,,,,.8037336,,.6720407,
"KNA","Saint Kitts and Nevis",2003,,,,,,,,,,.8200369,,.626286,
"KNA","Saint Kitts and Nevis",2004,,,,,,,,,,.7861065,,.6268469,
"KNA","Saint Kitts and Nevis",2005,,,,,,,,,,.8687845,,.756731,
"KNA","Saint Kitts and Nevis",2006,,,,,,,,,,.8743492,,.7450261,
"KNA","Saint Kitts and Nevis",2007,,,,,,,,,,.8725808,,.7259241,
"KNA","Saint Kitts and Nevis",2008,,,,,,,,,,.8672499,,.7159601,
"KNA","Saint Kitts and Nevis",2009,,,,,,,,,,.8665092,,.7091312,
"KNA","Saint Kitts and Nevis",2010,,,,,,,,,,.8634806,,.69927,
"KOR","South Korea",1990,-.102248,.2422818,.4309892,49,39,31,59,43,34,.6111111,.5791758,.4347564,4
"KOR","South Korea",1991,.124035,.4213491,.4038879,44,34,33,51,36,36,.6527778,.6142837,.5197917,4
"KOR","South Korea",1992,.5681321,.9056559,.3469484,31,24,35,35,24,38,.7777778,.7149782,.5291666,4
"KOR","South Korea",1993,.9742377,.7660675,.4215146,21,25,34,22,28,36,.7,.6734804,.4866666,4
"KOR","South Korea",1994,.9630905,.7447157,.3453107,24,26,38,27,30,40,.7,.6693137,.49,4
"KOR","South Korea",1995,.535675,.8647189,.4692912,29,26,37,34,29,39,.6385482,.6644961,.4985166,4
"KOR","South Korea",1996,.889879,.7829068,.244892,26,25,41,29,30,44,.7841657,.6740416,.5953414,4
"KOR","South Korea",1997,.8453702,.7411405,.1110645,26,29,45,29,32,48,.7652894,.6631919,.5867304,4
"KOR","South Korea",1998,.8668537,.7524842,-.0361967,26,27,50,29,31,53,.7649316,.6565089,.5590222,4
"KOR","South Korea",1999,.9425806,.718197,-.1024542,27,29,50,30,36,59,.7666805,.6412504,.5241073,4
"KOR","South Korea",2000,.7521731,.6659588,-.0306054,25,29,48,28,37,57,.6777352,.6344411,.5140516,4
"KOR","South Korea",2001,.8675361,.7024444,.1581356,24,26,43,27,34,52,.7534867,.6807745,.58763,4
"KOR","South Korea",2002,.8581543,.6275442,.2661602,24,29,37,26,40,46,.7329022,.6628717,.5985048,4
"KOR","South Korea",2003,.6242265,.6007286,.2674035,28,29,38,33,37,47,.700034,.683567,.6075916,4
"KOR","South Korea",2004,.5585307,.661563,.2601398,29,29,34,32,35,42,.7255552,.6751258,.6284818,4
"KOR","South Korea",2005,.5517079,.7696798,.232024,29,25,35,33,32,43,.7420688,.6862317,.630442,4
"KOR","South Korea",2006,.7331715,.6747474,.3867158,25,29,33,28,37,40,.7793422,.681332,.6739961,4
"KOR","South Korea",2007,.7525273,.748744,.4666345,25,26,30,28,33,37,.7627265,.6750218,.6866913,4
"KOR","South Korea",2008,.474946,.7560037,.3648793,30,25,33,36,32,42,.7180817,.688234,.6750595,4
"KOR","South Korea",2009,.5421995,.810725,.6063567,29,25,28,34,31,34,.7088368,.6732165,.7051085,4
"KOR","South Korea",2010,.5081875,.7452012,.735382,29,26,25,34,33,28,.6989296,.6573948,.7272587,4
"KSV","Kosovo",1990,,,,,,,,,,,,,
"KSV","Kosovo",1991,,,,,,,,,,,,,
"KSV","Kosovo",1992,,,,,,,,,,,,,
"KSV","Kosovo",1993,,,,,,,,,,,,,
"KSV","Kosovo",1994,,,,,,,,,,,,,
"KSV","Kosovo",1995,,,,,,,,,,,,,
"KSV","Kosovo",1996,,,,,,,,,,,,,
"KSV","Kosovo",1997,,,,,,,,,,,,,
"KSV","Kosovo",1998,,,,,,,,,,,,,
"KSV","Kosovo",1999,,,,,,,,,,,,,
"KSV","Kosovo",2000,,,,,,,,,,,,,
"KSV","Kosovo",2001,,,,,,,,,,,,,
"KSV","Kosovo",2002,,,,,,,,,,,,,
"KSV","Kosovo",2003,,,,,,,,,,,,,
"KSV","Kosovo",2004,,,,,,,,,,,,,
"KSV","Kosovo",2005,,,,,,,,,,,,,
"KSV","Kosovo",2006,,,,,,,,,,,,,
"KSV","Kosovo",2007,,,,,,,,,,,,,
"KSV","Kosovo",2008,,,,,,,,,,.5917834,.6761341,.7705401,
"KSV","Kosovo",2009,,,,,,,,,,.4787578,.560421,.4833637,
"KSV","Kosovo",2010,,,,,,,,,,.4888543,.5522425,.4656246,
"KWT","Kuwait",1990,-1.087881,,.3006951,81,,35,120,,38,.2638889,.2638889,.6177083,3
"KWT","Kuwait",1991,-.6664379,-1.324215,-.0736687,67,,43,94,106,48,.4259259,.1992284,.5238585,3
"KWT","Kuwait",1992,-.3976466,-.4566075,.3654265,65,,34,83,73,37,.5231482,.4179012,.6296614,3
